campaign_id,date,campaign_name,channel,city,audience_segment,objective,spend_aud,impressions,clicks,leads,conversions,revenue_aud,customer_rating
CMP-0008,2025-09-21,Student Offer - Google Search,Google Search,Melbourne,Young Professionals,Awareness,1420.44,25741,1341,263,28,8493.34,4.17
CMP-0188,2025-09-21,VIP Upgrade - Retargeting,Retargeting,Melbourne,Premium Experience Seekers,Ticket Sales,547.81,8890,737,123,40,11481.31,4.46
CMP-0212,2025-09-22,Summer Launch - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,Retargeting,902.97,23657,588,107,14,4396.98,4.0
CMP-0388,2025-09-22,Summer Launch - Retargeting,Retargeting,Bangalore,Young Professionals,Ticket Sales,547.54,8752,702,130,25,5305.17,3.68
CMP-0369,2025-09-23,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Bangalore,Young Professionals,Lead Generation,842.08,19831,333,55,4,1658.05,4.39
CMP-0177,2025-09-24,VIP Upgrade - Email,Email,Melbourne,Families,Retargeting,249.22,5113,464,61,14,2479.16,3.29
CMP-0350,2025-09-24,Early Bird - LinkedIn Ads,LinkedIn Ads,Sydney,Families,Lead Generation,626.42,13238,150,25,1,366.9,3.96
CMP-0068,2025-09-27,Early Bird - Google Search,Google Search,Bangalore,Families,Ticket Sales,1725.73,36276,2344,422,86,14401.19,4.34
CMP-0100,2025-09-27,Weekend Boost - Sponsorship,Sponsorship,Melbourne,Students,Ticket Sales,1475.05,29720,526,94,15,2770.64,3.5
CMP-0414,2025-09-28,Weekend Boost - Email,Email,Sydney,Families,Ticket Sales,397.82,7386,714,132,9,1134.82,4.18
CMP-0144,2025-09-29,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Mumbai,Premium Experience Seekers,Ticket Sales,958.32,9912,154,19,2,995.6,4.61
CMP-0361,2025-09-29,Summer Launch - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,Ticket Sales,1121.7,19702,426,91,7,3132.39,3.97
CMP-0445,2025-09-29,Weekend Boost - Retargeting,Retargeting,Bangalore,Music Enthusiasts,Ticket Sales,588.96,11664,1113,189,81,19427.26,4.35
CMP-0087,2025-09-30,VIP Upgrade - Sponsorship,Sponsorship,Melbourne,Premium Experience Seekers,Retargeting,1695.35,31854,523,110,15,13665.87,4.66
CMP-0180,2025-09-30,Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,Lead Generation,852.65,19041,242,28,2,732.83,3.69
CMP-0016,2025-10-01,Summer Launch - LinkedIn Ads,LinkedIn Ads,Mumbai,Young Professionals,Retargeting,877.63,17136,252,56,3,1060.95,4.59
CMP-0410,2025-10-01,Corporate Outreach - Retargeting,Retargeting,Mumbai,Corporate Buyers,Lead Generation,660.52,12031,940,174,36,12763.0,4.33
CMP-0257,2025-10-02,Festival Push - LinkedIn Ads,LinkedIn Ads,Bangalore,Students,Retargeting,1088.46,18481,131,15,2,538.28,3.94
CMP-0076,2025-10-03,VIP Upgrade - Retargeting,Retargeting,Melbourne,Corporate Buyers,Awareness,695.99,11989,978,130,26,6223.2,4.18
CMP-0498,2025-10-03,Early Bird - Influencer,Influencer,Delhi,Families,Awareness,695.32,12993,365,44,2,397.26,4.5
CMP-0243,2025-10-04,VIP Upgrade - Meta Ads,Meta Ads,Sydney,Families,Sponsorship,912.96,17661,440,119,10,1495.11,4.36
CMP-0318,2025-10-04,Festival Push - LinkedIn Ads,LinkedIn Ads,Bangalore,Students,Retargeting,1315.6,26555,309,68,6,2054.44,4.62
CMP-0266,2025-10-05,Corporate Outreach - Retargeting,Retargeting,Melbourne,Premium Experience Seekers,Retargeting,660.99,14731,814,156,57,18369.78,4.25
CMP-0329,2025-10-05,Corporate Outreach - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,Awareness,931.17,21445,555,90,5,772.77,4.34
CMP-0071,2025-10-06,Corporate Outreach - Email,Email,Sydney,Music Enthusiasts,Ticket Sales,308.15,4629,401,75,16,2835.06,4.29
CMP-0006,2025-10-07,Summer Launch - Influencer,Influencer,Brisbane,Music Enthusiasts,Ticket Sales,794.63,17756,620,128,6,1312.93,4.5
CMP-0139,2025-10-08,Weekend Boost - Google Search,Google Search,Melbourne,Premium Experience Seekers,Sponsorship,1208.22,16330,490,104,13,4069.45,3.71
CMP-0309,2025-10-09,Festival Push - Google Search,Google Search,Brisbane,Premium Experience Seekers,Retargeting,1140.71,15579,675,158,19,4685.31,3.66
CMP-0145,2025-10-10,Last Mile Sales - Meta Ads,Meta Ads,Delhi,Premium Experience Seekers,Lead Generation,874.18,16656,322,62,2,612.3,4.25
CMP-0224,2025-10-10,Early Bird - Retargeting,Retargeting,Delhi,Corporate Buyers,Ticket Sales,607.64,7050,576,132,35,10373.76,4.22
CMP-0138,2025-10-11,Student Offer - LinkedIn Ads,LinkedIn Ads,Sydney,Premium Experience Seekers,Lead Generation,920.32,18358,189,25,2,1253.8,3.43
CMP-0061,2025-10-12,Corporate Outreach - Email,Email,Melbourne,Corporate Buyers,Retargeting,297.98,7094,388,58,14,1607.1,3.86
CMP-0215,2025-10-12,Last Mile Sales - Google Search,Google Search,Mumbai,Families,Ticket Sales,1598.58,28105,976,110,20,3135.96,4.15
CMP-0459,2025-10-12,Corporate Outreach - Retargeting,Retargeting,Delhi,Families,Ticket Sales,845.24,11541,739,185,27,4719.92,3.89
CMP-0181,2025-10-13,Weekend Boost - Meta Ads,Meta Ads,Melbourne,Students,Ticket Sales,1244.67,24732,731,126,12,1256.95,3.51
CMP-0315,2025-10-14,Early Bird - Email,Email,Sydney,Students,Sponsorship,440.72,11989,1191,198,95,12350.2,4.0
CMP-0358,2025-10-16,Corporate Outreach - Influencer,Influencer,Mumbai,Corporate Buyers,Lead Generation,651.48,15916,569,103,4,1379.72,4.19
CMP-0399,2025-10-16,Summer Launch - Sponsorship,Sponsorship,Melbourne,Music Enthusiasts,Ticket Sales,1505.48,25177,534,83,9,5181.01,4.82
CMP-0060,2025-10-17,Early Bird - Retargeting,Retargeting,Sydney,Families,Ticket Sales,648.22,15082,1191,266,52,8674.99,4.03
CMP-0206,2025-10-17,Festival Push - Google Search,Google Search,Brisbane,Families,Ticket Sales,1236.96,25716,1051,108,27,6377.85,4.62
CMP-0005,2025-10-18,Festival Push - Influencer,Influencer,Melbourne,Music Enthusiasts,Awareness,894.34,12674,370,60,2,457.71,4.72
CMP-0149,2025-10-18,Student Offer - Google Search,Google Search,Brisbane,Corporate Buyers,Lead Generation,1321.27,20464,969,179,7,2417.84,4.87
CMP-0202,2025-10-18,Early Bird - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Ticket Sales,1511.07,30302,1008,190,18,4100.1,4.68
CMP-0485,2025-10-18,Festival Push - Meta Ads,Meta Ads,Sydney,Premium Experience Seekers,Retargeting,935.99,13441,392,73,7,1823.75,3.95
CMP-0183,2025-10-19,Last Mile Sales - Sponsorship,Sponsorship,Mumbai,Corporate Buyers,Ticket Sales,1194.49,26124,486,98,9,6546.88,4.23
CMP-0354,2025-10-19,Weekend Boost - Google Search,Google Search,Brisbane,Premium Experience Seekers,Ticket Sales,1306.58,37623,1950,303,47,16682.89,4.15
CMP-0124,2025-10-20,Weekend Boost - Email,Email,Bangalore,Premium Experience Seekers,Lead Generation,519.78,7135,805,183,23,8518.61,4.55
CMP-0348,2025-10-20,VIP Upgrade - Meta Ads,Meta Ads,Mumbai,Corporate Buyers,Ticket Sales,707.03,11186,268,38,2,519.73,4.28
CMP-0051,2025-10-21,Corporate Outreach - Meta Ads,Meta Ads,Bangalore,Families,Retargeting,1322.44,25112,722,69,11,1713.13,3.82
CMP-0400,2025-10-23,Corporate Outreach - Google Search,Google Search,Bangalore,Premium Experience Seekers,Ticket Sales,810.06,18288,825,157,27,10429.06,4.24
CMP-0366,2025-10-25,VIP Upgrade - Influencer,Influencer,Brisbane,Students,Ticket Sales,889.18,18045,484,68,4,750.92,4.32
CMP-0450,2025-10-27,Corporate Outreach - Email,Email,Melbourne,Corporate Buyers,Awareness,443.04,9327,870,128,23,5408.99,3.72
CMP-0502,2025-10-27,Weekend Boost - Google Search,Google Search,Melbourne,Corporate Buyers,Awareness,1415.36,29169,1734,313,60,20353.87,4.27
CMP-0200,2025-10-29,Early Bird - LinkedIn Ads,LinkedIn Ads,Bangalore,Students,Lead Generation,905.14,19763,294,60,5,1791.31,3.65
CMP-0452,2025-10-29,Weekend Boost - LinkedIn Ads,LinkedIn Ads,Mumbai,Families,Retargeting,1222.72,24046,339,77,5,1307.93,3.97
CMP-0203,2025-10-30,Corporate Outreach - Retargeting,Retargeting,Bangalore,Premium Experience Seekers,Lead Generation,1105.43,20912,1596,357,86,25099.13,3.37
CMP-0160,2025-10-31,Corporate Outreach - Retargeting,Retargeting,Melbourne,Young Professionals,Ticket Sales,808.29,18948,1722,257,85,21912.84,4.22
CMP-0046,2025-11-02,VIP Upgrade - Email,Email,Melbourne,Music Enthusiasts,Awareness,465.95,7510,580,131,14,3719.73,4.05
CMP-0236,2025-11-02,Weekend Boost - Google Search,Google Search,Melbourne,Premium Experience Seekers,Ticket Sales,888.79,17550,852,195,35,13503.25,4.25
CMP-0306,2025-11-02,Weekend Boost - Sponsorship,Sponsorship,Mumbai,Premium Experience Seekers,Ticket Sales,1557.8,31713,546,75,7,4288.71,4.28
CMP-0471,2025-11-02,Corporate Outreach - Influencer,Influencer,Sydney,Premium Experience Seekers,Lead Generation,1146.16,22947,939,193,10,2938.94,3.98
CMP-0429,2025-11-03,Student Offer - Google Search,Google Search,Sydney,Families,Ticket Sales,1189.85,29409,1683,216,39,7022.43,3.9
CMP-0487,2025-11-03,Student Offer - Google Search,Google Search,Bangalore,Young Professionals,Lead Generation,1595.56,34065,1450,297,37,10997.49,3.98
CMP-0048,2025-11-04,Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Students,Lead Generation,898.25,17321,231,40,2,459.4,4.45
CMP-0176,2025-11-04,Summer Launch - Retargeting,Retargeting,Melbourne,Families,Ticket Sales,799.13,11940,1118,227,58,14444.72,4.26
CMP-0365,2025-11-04,Student Offer - Google Search,Google Search,Brisbane,Students,Awareness,783.92,11514,656,87,9,1929.09,3.8
CMP-0403,2025-11-04,Early Bird - LinkedIn Ads,LinkedIn Ads,Sydney,Premium Experience Seekers,Awareness,1203.59,25227,334,68,3,1412.25,4.32
CMP-0028,2025-11-06,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Sydney,Corporate Buyers,Ticket Sales,943.25,21989,291,53,3,1762.27,3.79
CMP-0142,2025-11-06,VIP Upgrade - Retargeting,Retargeting,Sydney,Young Professionals,Lead Generation,741.69,12578,985,178,45,12539.55,4.27
CMP-0377,2025-11-06,Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,Awareness,684.89,18293,247,40,2,811.47,3.99
CMP-0043,2025-11-07,Last Mile Sales - Email,Email,Bangalore,Families,Retargeting,304.73,5144,509,76,30,5853.16,4.33
CMP-0205,2025-11-07,Corporate Outreach - Retargeting,Retargeting,Melbourne,Corporate Buyers,Awareness,643.81,7584,520,108,12,3168.5,3.96
CMP-0431,2025-11-07,Summer Launch - Meta Ads,Meta Ads,Bangalore,Families,Awareness,1117.33,23941,519,115,6,618.98,4.18
CMP-0300,2025-11-08,VIP Upgrade - Influencer,Influencer,Delhi,Music Enthusiasts,Ticket Sales,789.07,19658,610,107,9,1720.47,5.0
CMP-0402,2025-11-08,Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Premium Experience Seekers,Ticket Sales,756.95,17564,252,56,3,1691.37,4.38
CMP-0007,2025-11-09,Festival Push - Meta Ads,Meta Ads,Delhi,Students,Awareness,1019.08,23196,578,107,6,848.26,4.36
CMP-0128,2025-11-09,Festival Push - Sponsorship,Sponsorship,Sydney,Students,Ticket Sales,1486.84,40354,773,165,12,3676.22,4.36
CMP-0143,2025-11-10,Festival Push - Retargeting,Retargeting,Delhi,Students,Awareness,447.74,7466,544,97,14,2914.91,3.58
CMP-0106,2025-11-11,Corporate Outreach - LinkedIn Ads,LinkedIn Ads,Melbourne,Students,Awareness,681.43,11686,137,35,1,352.79,4.03
CMP-0111,2025-11-12,Corporate Outreach - Google Search,Google Search,Melbourne,Families,Ticket Sales,1093.49,21653,1102,166,42,10585.83,4.41
CMP-0148,2025-11-12,Student Offer - LinkedIn Ads,LinkedIn Ads,Melbourne,Corporate Buyers,Lead Generation,898.32,17458,282,45,1,335.74,4.01
CMP-0290,2025-11-13,Festival Push - LinkedIn Ads,LinkedIn Ads,Mumbai,Premium Experience Seekers,Lead Generation,961.35,21090,332,48,3,1362.82,4.43
CMP-0336,2025-11-13,Student Offer - Influencer,Influencer,Sydney,Families,Lead Generation,1216.13,23457,625,143,6,1278.24,4.15
CMP-0123,2025-11-14,Weekend Boost - Retargeting,Retargeting,Melbourne,Corporate Buyers,Retargeting,905.15,16930,1157,188,54,17100.81,4.29
CMP-0458,2025-11-14,Weekend Boost - Meta Ads,Meta Ads,Sydney,Music Enthusiasts,Awareness,1222.62,27394,862,95,12,2797.32,4.55
CMP-0520,2025-11-14,Last Mile Sales - Google Search,Google Search,Sydney,Students,Lead Generation,828.47,12395,533,94,15,3405.48,4.26
CMP-0102,2025-11-15,Last Mile Sales - Meta Ads,Meta Ads,Mumbai,Young Professionals,Retargeting,590.99,9013,227,38,2,312.99,3.9
CMP-0421,2025-11-15,VIP Upgrade - Google Search,Google Search,Brisbane,Students,Retargeting,1372.57,32097,1534,253,41,9220.29,4.19
CMP-0426,2025-11-15,Corporate Outreach - Email,Email,Melbourne,Corporate Buyers,Lead Generation,162.12,3090,346,44,10,2072.07,4.12
CMP-0440,2025-11-16,Early Bird - Google Search,Google Search,Melbourne,Families,Ticket Sales,1249.78,26753,1286,189,37,6021.58,4.51
CMP-0472,2025-11-16,Early Bird - Email,Email,Melbourne,Young Professionals,Ticket Sales,444.38,8324,731,156,43,6934.17,3.97
CMP-0095,2025-11-17,VIP Upgrade - Google Search,Google Search,Melbourne,Students,Ticket Sales,1752.36,36755,1859,362,62,12758.31,4.06
CMP-0292,2025-11-17,Summer Launch - Sponsorship,Sponsorship,Brisbane,Students,Retargeting,1176.42,22298,402,71,3,1032.65,4.22
CMP-0294,2025-11-17,Student Offer - Google Search,Google Search,Brisbane,Families,Awareness,1397.11,32556,1447,242,6,1142.12,4.02
CMP-0496,2025-11-17,Student Offer - Retargeting,Retargeting,Melbourne,Students,Sponsorship,754.91,10779,872,175,44,7115.67,3.52
CMP-0443,2025-11-18,Corporate Outreach - Influencer,Influencer,Sydney,Young Professionals,Awareness,536.71,10727,393,76,3,844.33,3.94
CMP-0360,2025-11-19,Summer Launch - Meta Ads,Meta Ads,Brisbane,Students,Awareness,766.48,21002,531,109,1,194.3,4.71
CMP-0150,2025-11-21,Summer Launch - LinkedIn Ads,LinkedIn Ads,Bangalore,Young Professionals,Lead Generation,703.36,7664,119,20,1,399.63,4.0
CMP-0196,2025-11-21,VIP Upgrade - Influencer,Influencer,Melbourne,Students,Awareness,740.81,12141,355,79,2,238.8,4.53
CMP-0234,2025-11-22,Weekend Boost - Sponsorship,Sponsorship,Melbourne,Students,Ticket Sales,1441.92,25056,507,116,9,3757.17,4.12
CMP-0383,2025-11-23,Corporate Outreach - Google Search,Google Search,Melbourne,Corporate Buyers,Retargeting,1406.91,27129,1375,282,29,8285.16,3.8
CMP-0395,2025-11-23,Early Bird - Influencer,Influencer,Bangalore,Music Enthusiasts,Retargeting,929.59,15985,638,131,7,1361.16,4.41
CMP-0198,2025-11-24,Corporate Outreach - Email,Email,Sydney,Students,Ticket Sales,106.99,1804,170,29,8,1347.36,4.41
CMP-0133,2025-11-25,Early Bird - Google Search,Google Search,Sydney,Music Enthusiasts,Lead Generation,1323.6,22687,1458,246,18,3688.54,3.24
CMP-0197,2025-11-25,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Students,Awareness,1299.86,20607,547,111,2,372.4,3.79
CMP-0208,2025-11-25,Festival Push - Google Search,Google Search,Delhi,Families,Awareness,396.26,8724,396,71,6,1243.34,4.48
CMP-0010,2025-11-26,VIP Upgrade - LinkedIn Ads,LinkedIn Ads,Sydney,Students,Awareness,1037.64,13583,205,38,1,201.29,4.23
CMP-0514,2025-11-28,VIP Upgrade - Google Search,Google Search,Bangalore,Music Enthusiasts,Retargeting,1522.87,30327,1899,429,90,32361.77,3.84
CMP-0036,2025-11-29,Summer Launch - Google Search,Google Search,Delhi,Young Professionals,Awareness,1432.41,27125,1380,288,11,2080.43,3.68
CMP-0494,2025-11-29,Festival Push - Meta Ads,Meta Ads,Melbourne,Students,Awareness,80.0,1815,65,7,1,59.19,4.53
CMP-0311,2025-11-30,Last Mile Sales - Influencer,Influencer,Brisbane,Music Enthusiasts,Ticket Sales,621.88,16431,605,92,7,1426.59,3.79
CMP-0492,2025-11-30,Summer Launch - Retargeting,Retargeting,Bangalore,Young Professionals,Ticket Sales,663.25,9919,676,124,39,9526.54,4.52
CMP-0083,2025-12-01,Last Mile Sales - Google Search,Google Search,Melbourne,Students,Lead Generation,1670.11,35335,1719,329,11,2396.05,2.92
CMP-0047,2025-12-02,VIP Upgrade - Google Search,Google Search,Delhi,Students,Ticket Sales,920.61,16760,942,117,30,5312.62,4.6
CMP-0137,2025-12-03,Student Offer - Google Search,Google Search,Melbourne,Young Professionals,Lead Generation,1298.97,21736,896,131,19,3740.57,4.26
CMP-0465,2025-12-03,Student Offer - Meta Ads,Meta Ads,Brisbane,Music Enthusiasts,Awareness,1089.03,18442,425,91,4,1143.97,4.83
CMP-0112,2025-12-04,Summer Launch - Google Search,Google Search,Mumbai,Young Professionals,Ticket Sales,1031.74,20731,961,227,32,8061.06,4.62
CMP-0103,2025-12-06,Summer Launch - Sponsorship,Sponsorship,Bangalore,Corporate Buyers,Awareness,675.3,13190,194,34,1,513.07,4.25
CMP-0190,2025-12-06,Weekend Boost - Retargeting,Retargeting,Melbourne,Young Professionals,Awareness,539.41,9458,568,80,16,2594.27,4.32
CMP-0221,2025-12-06,Corporate Outreach - Email,Email,Bangalore,Young Professionals,Retargeting,368.7,7058,438,107,25,4652.22,4.07
CMP-0462,2025-12-06,Early Bird - Google Search,Google Search,Melbourne,Young Professionals,Ticket Sales,905.37,17727,671,73,26,5739.74,4.51
CMP-0065,2025-12-07,Last Mile Sales - Google Search,Google Search,Melbourne,Students,Awareness,1532.45,20719,641,137,16,2492.65,3.55
CMP-0115,2025-12-08,Weekend Boost - Email,Email,Mumbai,Music Enthusiasts,Ticket Sales,288.86,4413,464,72,21,4793.32,4.84
CMP-0436,2025-12-09,Corporate Outreach - Meta Ads,Meta Ads,Delhi,Students,Ticket Sales,888.74,18982,496,64,10,602.95,4.04
CMP-0313,2025-12-11,Student Offer - Meta Ads,Meta Ads,Melbourne,Corporate Buyers,Lead Generation,1114.62,26086,796,165,12,2927.41,3.99
CMP-0343,2025-12-11,Corporate Outreach - Meta Ads,Meta Ads,Melbourne,Families,Lead Generation,1644.72,29764,612,62,8,1239.29,3.97
CMP-0017,2025-12-12,Early Bird - Google Search,Google Search,Bangalore,Corporate Buyers,Retargeting,1827.82,49158,2473,411,124,30794.47,3.89
CMP-0108,2025-12-13,VIP Upgrade - Google Search,Google Search,Sydney,Students,Lead Generation,1445.84,32191,1508,212,25,5118.08,4.31
CMP-0279,2025-12-13,Weekend Boost - LinkedIn Ads,LinkedIn Ads,Mumbai,Families,Lead Generation,929.38,14918,152,23,1,373.19,3.72
CMP-0453,2025-12-13,Last Mile Sales - Retargeting,Retargeting,Sydney,Premium Experience Seekers,Lead Generation,987.74,20453,1215,188,24,5296.52,4.56
CMP-0055,2025-12-14,Student Offer - Meta Ads,Meta Ads,Bangalore,Young Professionals,Awareness,809.96,17725,432,71,6,924.36,3.36
CMP-0153,2025-12-14,Student Offer - Google Search,Google Search,Melbourne,Music Enthusiasts,Lead Generation,978.87,17318,951,154,29,6837.46,3.98
CMP-0199,2025-12-14,Last Mile Sales - Sponsorship,Sponsorship,Brisbane,Families,Awareness,1706.3,40325,742,53,4,2343.18,4.01
CMP-0460,2025-12-14,VIP Upgrade - Google Search,Google Search,Mumbai,Premium Experience Seekers,Retargeting,1005.43,23280,1389,301,46,27415.06,4.57
CMP-0474,2025-12-15,Festival Push - Retargeting,Retargeting,Sydney,Young Professionals,Awareness,903.85,11702,1008,170,35,5492.85,4.2
CMP-0245,2025-12-16,Last Mile Sales - Meta Ads,Meta Ads,Delhi,Young Professionals,Ticket Sales,1165.39,25919,667,133,9,1695.5,4.54
CMP-0015,2025-12-18,Student Offer - Email,Email,Sydney,Young Professionals,Sponsorship,403.47,8690,776,138,31,6433.98,4.04
CMP-0114,2025-12-18,Summer Launch - LinkedIn Ads,LinkedIn Ads,Brisbane,Music Enthusiasts,Retargeting,684.43,10519,121,22,0,0.0,4.46
CMP-0341,2025-12-20,Festival Push - Google Search,Google Search,Melbourne,Families,Ticket Sales,1158.26,19802,804,104,11,1861.82,4.42
CMP-0483,2025-12-22,VIP Upgrade - Google Search,Google Search,Sydney,Young Professionals,Awareness,471.12,7367,331,60,4,938.84,3.77
CMP-0367,2025-12-23,Corporate Outreach - Retargeting,Retargeting,Sydney,Families,Awareness,1128.55,22440,1703,330,45,6973.55,4.94
CMP-0394,2025-12-23,Festival Push - Influencer,Influencer,Melbourne,Music Enthusiasts,Lead Generation,567.74,9685,247,47,1,217.95,3.45
CMP-0185,2025-12-24,Summer Launch - Email,Email,Delhi,Corporate Buyers,Lead Generation,364.47,8617,821,161,22,5230.16,4.24
CMP-0342,2025-12-24,Last Mile Sales - LinkedIn Ads,LinkedIn Ads,Mumbai,Families,Retargeting,915.51,20662,323,40,4,834.61,5.0
CMP-0374,2025-12-24,Last Mile Sales - Meta Ads,Meta Ads,Brisbane,Families,Ticket Sales,851.91,19995,474,77,5,895.26,4.61
CMP-0109,2025-12-25,Early Bird - Email,Email,Melbourne,Families,Awareness,434.42,6948,832,134,27,4316.1,4.06
CMP-0140,2025-12-25,Festival Push - Retargeting,Retargeting,Bangalore,Students,Ticket Sales,766.16,16306,1207,283,49,8137.35,4.6
CMP-0419,2025-12-28,Last Mile Sales - Influencer,Influencer,Sydney,Families,Lead Generation,899.16,17130,599,89,4,744.12,4.21
CMP-0155,2025-12-30,VIP Upgrade - Google Search,Google Search,Sydney,Students,Awareness,928.79,29013,1386,252,17,4697.2,4.59
CMP-0491,2025-12-30,Last Mile Sales - Retargeting,Retargeting,Delhi,Music Enthusiasts,Ticket Sales,754.85,16489,1238,214,45,11380.99,4.08
CMP-0332,2025-12-31,Weekend Boost - Google Search,Google Search,Melbourne,Corporate Buyers,Awareness,1134.71,22887,1571,255,26,11444.11,4.07
CMP-0391,2025-12-31,Corporate Outreach - Influencer,Influencer,Melbourne,Corporate Buyers,Retargeting,703.01,12441,400,77,5,1743.26,3.98
